PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Riano, Lina; Belec, Lenaik; Joliff, Yoann								Validation of a Representative Volume Element for unidirectional fiber reinforced composites: Case of a monotonic traction in its cross section								COMPOSITE STRUCTURES				154				11	16		10.1016/j.compstruct.2016.07.020			OCT 15 2016	2016	Based on a Finite Elements Analysis homogenization technique which uses a Representative Volume Element with a random distribution of the fibers, this article presents the adequate characteristics to obtain a mesoscopic model which predicts the mechanical behavior of a unidirectional glass fiber reinforced polymer composite under monotonic transverse traction. A parametric study is made and finally an appropriate model was chosen to present the comparison between experimental and numerical results. The mesh and the RVE size/fibers size ratio are the most sensitives attributes. Considering the numerical model is in the framework of elasticity and elasto-plasticity, it is in good agreement with the macroscopic response. To improve the accuracy of the model, a further study accounting the interface and damage phenomenons as matrix cracking and fiber/matrix debonding is suggested. (C) 2016 Elsevier Ltd. All rights reserved.		[Riano, Lina; Belec, Lenaik; Joliff, Yoann] Univ Toulon & Var, Lab MAPIEM, EA 4323, F-83130 La Garde, France; [Riano, Lina; Joliff, Yoann] Univ Toulon & Var, Lab MAPIEM, EA 4323, F-83130 La Garde, France								19							Mechanics; Materials Science, Composites	WOS:000382413700002		
J	Blagouchine, Iaroslav V.								Two series expansions for the logarithm of the gamma function involving Stirling numbers and containing only rational coefficients for certain arguments related to pi(-1)								JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS				442	2			404	434		10.1016/j.jmaa.2016.04.032			OCT 15 2016	2016	In this paper, two new series for the logarithm of the P-function are presented and studied. Their polygamma analogs are also obtained and discussed. These series involve the Stirling numbers of the first kind and have the property to contain only rational coefficients for certain arguments related to pi(-1). In particular, for any value of the form In Gamma(1/2n +/- alpha pi(-1)) and Psi k(1/2n +/- alpha pi(-1)), where Psi(k) stands for the kth polygamma function, a is positive rational greater than 1/6 pi, n is integer and k is non-negative integer, these series have rational terms only. In the specified zones of convergence, derived series converge uniformly at the same rate as Sigma(n In(m)n)(-2), where m = 1, 2, 3, ... , depending on the order of the polygamma function. Explicit expansions into the series with rational coefficients are given for the most attracting values, such as In Gamma(pi(-1)), In Gamma(2 pi(-1)), ln Gamma(1/2 + pi(-1)), Psi(pi(-1)), Psi(1/2 + pi(-1)) and Psi(k)(pi(-1)). Besides, in this article, the reader will also find a number of other series involving Stirling numbers, Gregory's coefficients (logarithmic numbers, also known as Bernoulli numbers of the second kind), Cauchy numbers and generalized Bernoulli numbers. Finally, several estimations and full asymptotics for Gregory's coefficients, for Cauchy numbers, for certain generalized Bernoulli numbers and for certain sums with the Stirling numbers are obtained. In particular, these include sharp bounds for Gregory's coefficients and for the Cauchy numbers of the second kind. (C) 2016 Elsevier Inc. All rights reserved.		[Blagouchine, Iaroslav V.] Univ Toulon & Var, La Garde, France; [Blagouchine, Iaroslav V.] Univ Toulon & Var, La Garde, France								10							Mathematics, Applied; Mathematics	WOS:000377322700002		
J	Bharucha, Aoife; Djouadi, Abdelhak; Goudelis, Andreas								Threshold enhancement of diphoton resonances								PHYSICS LETTERS B				761				8	15		10.1016/j.physletb.2016.07.079			OCT 10 2016	2016	We revisit a mechanism to enhance the decay width of (pseudo-) scalar resonances to photon pairs when the process is mediated by loops of charged fermions produced near threshold. Motivated by the recent LHC data, indicating the presence of an excess in the diphoton spectrum at approximately 750 GeV, we illustrate this threshold enhancement mechanism in the case of a 750 GeV pseudoscalar boson A with a two-photon decay mediated by a charged and uncolored fermion having a mass at the 1/2M(A) threshold and a small decay width, < 1 MeV. The implications of such a threshold enhancement are discussed in two explicit scenarios: i) the Minimal Supersymmetric Standard Model in which the A state is produced via the top quark mediated gluon fusion process and decays into photons predominantly through loops of charginos with masses close to 1/2M(A) and ii) a two Higgs doublet model in which A is again produced by gluon fusion but decays into photons through loops of vector-like charged heavy leptons. In both these scenarios, while the mass of the charged fermion has to be adjusted to be extremely close to half of the A resonance mass, the small total widths are naturally obtained if only suppressed three-body decay channels occur. Finally, the implications of some of these scenarios for dark matter are discussed. (C) 2016 The Authors. Published by Elsevier B.V.		[Bharucha, Aoife] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT, Marseille, France; [Djouadi, Abdelhak] CNRS, Phys Theor Lab, Bat 210, F-91405 Orsay, France; [Djouadi, Abdelhak] Univ Paris 11, Bat 210, F-91405 Orsay, France; [Djouadi, Abdelhak] CERN, Theory Dept, CH-1211 Geneva 23, Switzerland; [Goudelis, Andreas] Austrian Acad Sci, Inst High Energy Phys, Nikolsdorfergasse 18, A-1050 Vienna, Austria; [Bharucha, Aoife] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT, Marseille, France								8							Astronomy & Astrophysics; Physics, Nuclear; Physics, Particles & Fields	WOS:000384469900002		
J	Elbistan, M.; Duval, C.; Horvathy, P. A.; Zhang, P-M.								Duality and helicity: A symplectic viewpoint								PHYSICS LETTERS B				761				265	268		10.1016/j.physletb.2016.08.041			OCT 10 2016	2016	The theorem which says that helicity is the conserved quantity associated with the duality symmetry of the vacuum Maxwell equations is proved by viewing electromagnetism as an infinite dimensional symplectic system. In fact, it is shown that helicity is the moment map of duality acting as an SO(2) group of canonical transformations on the symplectic space of all solutions of the vacuum Maxwell equations. (C) 2016 The Author(s). Published by Elsevier B.V.		[Elbistan, M.; Horvathy, P. A.; Zhang, P-M.] Chinese Acad Sci, Inst Modern Phys, Lanzhou, Peoples R China; [Duval, C.] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT, Marseille, France; [Horvathy, P. A.] Univ Tours, Lab Math & Phys Theor, F-37041 Tours, France; [Horvathy, P. A.] Chinese Acad Sci, Inst Modern Phys, Lanzhou, Peoples R China; [Horvathy, P. A.] Univ Tours, Lab Math & Phys Theor, F-37041 Tours, France								5							Astronomy & Astrophysics; Physics, Nuclear; Physics, Particles & Fields	WOS:000384469900040		
J	Zhang, Hezhi; Dai, Xing; Guan, Nan; Messanvi, Agnes; Neplokh, Vladimir; Piazza, Valerio; Vallo, Martin; Bougerol, Catherine; Julien, Francois H.; Babichev, Andrey; Cavassilas, Nicolas; Bescond, Marc; Michelini, Fabienne; Foldyna, Martin; Gautier, Eric; Durand, Christophe; Eymery, Joel; Tchernycheva, Maria								Flexible Photodiodes Based on Nitride Core/Shell p-n Junction Nanowires								ACS APPLIED MATERIALS & INTERFACES				8	39			26198	26206		10.1021/acsami.6b06414			OCT 5 2016	2016	A flexible nitride p-n photodiode is demonstrated. The device consists of a composite nanowire/polymer membrane transferred onto a flexible substrate. The active element for light sensing is a vertical array of core/shell p-n junction nanowires containing InGaN/GaN quantum wells grown by MOVPE. Electron/hole generation and transport in core/shell nanowires are modeled within nonequilibrium Green function formalism showing a good agreement with experimental results. Fully flexible transparent contacts based on a silver nanowire network are used for device fabrication, which allows bending the detector to a few millimeter curvature radius without damage. The detector shows a photoresponse at wavelengths shorter than 430 nm with a peak responsivity of 0.096 A/W at 370 nm under zero bias. The operation speed for a 0.3 x 0.3 cm(2) detector patch was tested between 4 Hz and 2 kHz. The -3 dB cutoff was found to be similar to 35 Hz, which is faster than the operation speed for typical photoconductive detectors and which is compatible with UV monitoring applications.		[Zhang, Hezhi; Dai, Xing; Guan, Nan; Messanvi, Agnes; Neplokh, Vladimir; Piazza, Valerio; Julien, Francois H.; Babichev, Andrey; Tchernycheva, Maria] Univ Paris Saclay, Univ Paris Sud, CNRS, Ctr Nanosci & Nanotechnol,UMR9001, F-91405 Orsay, France; [Messanvi, Agnes; Bougerol, Catherine; Gautier, Eric; Durand, Christophe] Univ Grenoble Alpes, F-38000 Grenoble, France; [Messanvi, Agnes; Vallo, Martin; Bougerol, Catherine; Durand, Christophe; Eymery, Joel] CEA, INAC SP2M, Nanophys & Semiconduct Grp, 17 Rue Martyrs, F-38000 Grenoble, France; CNRS, Inst Neel, Nanophys & Semiconduct Grp, 25 Rue Martyrs, F-38000 Grenoble, France; [Babichev, Andrey] ITMO Univ, St Petersburg 197101, Russia; [Cavassilas, Nicolas; Bescond, Marc; Michelini, Fabienne] Univ Toulon & Var, Aix Marseille Univ, CNRS, IM2NP UMR 7334, F-13397 Marseille, France; [Foldyna, Martin] Ecole Polytech, CNRS, LPICM, F-91128 Palaiseau, France; [Gautier, Eric] CEA, INAC SPINTEC, F-38000 Grenoble, France; [Tchernycheva, Maria] Univ Paris Saclay, Univ Paris Sud, CNRS, Ctr Nanosci & Nanotechnol,UMR9001, F-91405 Orsay, France								45							Nanoscience & Nanotechnology; Materials Science, Multidisciplinary	WOS:000384951800065		
J	Genois, Mathieu; Hersen, Pascal; Bertin, Eric; du Pont, Sylvain Courrech; Gregoire, Guillaume								Out-of-equilibrium stationary states, percolation, and subcritical instabilities in a fully nonconservative system								PHYSICAL REVIEW E				94	4					042101	10.1103/PhysRevE.94.042101			OCT 3 2016	2016	The exploration of the phase diagram of a minimal model for barchan fields leads to the description of three distinct phases for the system: stationary, percolable, and unstable. In the stationary phase the system always reaches an out-of-equilibrium, fluctuating, stationary state, independent of its initial conditions. This state has a large and continuous range of dynamics, from dilute-where dunes do not interact-to dense, where the system exhibits both spatial structuring and collective behavior leading to the selection of a particular size for the dunes. In the percolable phase, the system presents a percolation threshold when the initial density increases. This percolation is unusual, as it happens on a continuous space for moving, interacting, finite lifetime dunes. For extreme parameters, the system exhibits a subcritical instability, where some of the dunes in the field grow without bound. We discuss the nature of the asymptotic states and their relations to well-known models of statistical physics.		[Genois, Mathieu; Hersen, Pascal; du Pont, Sylvain Courrech; Gregoire, Guillaume] Univ Paris Diderot, Lab Mat & Syst Complexes MSC, CNRS, UMR 7057, F-75205 Paris 13, France; [Genois, Mathieu] Univ Toulon & Var, Aix Marseille Univ, CPT, CNRS,UMR 7332, F-13288 Marseille, France; [Bertin, Eric] Univ Grenoble Alpes, LIPHY, F-38000 Grenoble, France; [Bertin, Eric] CNRS, F-38000 Grenoble, France; [Gregoire, Guillaume] Ecole Cent, HPC Inst ICI, 1 Rue Noe, F-44300 Nantes, France; [Genois, Mathieu] Univ Paris Diderot, Lab Mat & Syst Complexes MSC, CNRS, UMR 7057, F-75205 Paris 13, France; [Genois, Mathieu] Univ Toulon & Var, Aix Marseille Univ, CPT, CNRS,UMR 7332, F-13288 Marseille, France								1							Physics, Fluids & Plasmas; Physics, Mathematical	WOS:000384475600001		
J	Chamroukhi, Faicel								Piecewise Regression Mixture for Simultaneous Functional Data Clustering and Optimal Segmentation								JOURNAL OF CLASSIFICATION				33	3			374	411		10.1007/s00357-016-9212-8			OCT 2016	2016	This paper introduces a novel mixture model-based approach to the simultaneous clustering and optimal segmentation of functional data, which are curves presenting regime changes. The proposed model consists of a finite mixture of piecewise polynomial regression models. Each piecewise polynomial regression model is associated with a cluster, and within each cluster, each piecewise polynomial component is associated with a regime (i.e., a segment). We derive two approaches to learning the model parameters: the first is an estimation approach which maximizes the observed-data likelihood via a dedicated expectation-maximization (EM) algorithm, then yielding a fuzzy partition of the curves into K clusters obtained at convergence by maximizing the posterior cluster probabilities. The second is a classification approach and optimizes a specific classification likelihood criterion through a dedicated classification expectation-maximization (CEM) algorithm. The optimal curve segmentation is performed by using dynamic programming. In the classification approach, both the curve clustering and the optimal segmentation are performed simultaneously as the CEM learning proceeds. We show that the classification approach is a probabilistic version generalizing the deterministic K-means-like algorithm proposed in Hbrail, Hugueney, Lechevallier, and Rossi (2010). The proposed approach is evaluated using simulated curves and real-world curves. Comparisons with alternatives including regression mixture models and the K-means-like algorithm for piecewise regression demonstrate the effectiveness of the proposed approach.		[Chamroukhi, Faicel] Univ Toulon & Var, F-83957 La Garde, France; [Chamroukhi, Faicel] Aix Marseille Univ, F-13397 Marseille, France; [Chamroukhi, Faicel] Lab Paul Painleve, Villeneuve Dascq, France; [Chamroukhi, Faicel] Univ Toulon & Var, CNRS, UMR 7296, LSIS, F-83957 La Garde, France; [Chamroukhi, Faicel] Aix Marseille Univ, CNRS, UMR 7296, ENSAM,LSIS, F-13397 Marseille, France; [Chamroukhi, Faicel] Univ Lille 1, CNRS, UMR 8524, Lab Paul Painleve, F-59650 Villeneuve Dascq, France								4							Mathematics, Interdisciplinary Applications; Psychology, Mathematical	WOS:000388720500003		
J	La Riviere, Marie; Garel, Marc; Bally, Marc								Localization of endobacteria in the gastrodermis of a Mediterranean gorgonian coral, Paramuricea clavata, using fluorescence in situ hybridization								MARINE BIOLOGY				163	10					206	10.1007/s00227-016-2975-y			OCT 2016	2016	Gorgonian corals are among the most representative species of hard-bottom sublittoral ecosystems in the Mediterranean Sea. The red gorgonian, Paramuricea clavata, harbors a specific, spatially and temporally stable bacterial community that may have an important biological role in the function of the holobiont. However, little is known about the microbial-gorgonian relationship, specifically the nature of the interaction established by the bacteria with their host. Documenting the distribution of microorganisms within coral tissue compartments is critical for providing an overall framework for understanding their functional roles. Here, we used histology and fluorescence in situ hybridization (FISH) to detect and localize bacteria in the tissues of P. clavata. Aggregates of tightly packed bacteria were found in the endoderm of the polyps, which is consistent with previous observations of endobacteria in the tissues of scleractinian coral species. This finding suggests the existence of an intimate biological integration between specific members of the microbiota and gorgonian corals that likely results from a complex interplay mediating recognition and maintenance of the bacterial associates. In addition to providing the basis for the development of FISH studies in gorgonians, this work includes the first histological description of the inner structure of P. clavata polyps, illustrating the typical features of general gorgonian anatomy.		[La Riviere, Marie; Garel, Marc; Bally, Marc] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,Mediterranean Inst Oceanog MIO, Marseille, France; [La Riviere, Marie] Museum Natl Hist Nat, Serv Patrimoine Nat, CP41,36 Rue Geoffroy St Hilaire, F-75005 Paris, France; [Bally, Marc] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,Mediterranean Inst Oceanog MIO, Marseille, France								2							Marine & Freshwater Biology	WOS:000386356100010		
J	Nencioli, F.; Petrenko, A. A.; Doglioli, A. M.								Diagnosing cross-shelf transport along an ocean front: An observational case study in the Gulf of Lion								JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS				121	10			7218	7243		10.1002/2016JC011908			OCT 2016	2016	Exchanges between coastal regions and the open ocean are often associated with intermittent and localized processes such as eddies, fronts, and filaments. Since these features are difficult to observe, their impact has been predominantly investigated using numerical models and remote sensing. In this study, satellite sea surface temperature maps, Lagrangian surface drifter trajectories, and ship-based surveys of currents and hydrography from the Latex10 campaign are used to quantify cross-shelf exchanges associated with a temperature front in the western Gulf of Lion. Satellite imagery and thermosalinograph sections provide the characterization of the various water masses associated with the front. Lagrangian drifter trajectories are used to identify the main transport structures and to quantify the velocity components associated with near-inertial oscillations. These are removed from the instantaneous ADCP observations with which the cross-shelf exchanges are then computed. The results indicate an average outflow of 0.0740.013 Sv and an inflow of 0.0210.006 Sv. Integrated over the 2 week lifetime of the front, such outflow induced a total export of approximate to 9014 km(3) of water, indicating that three to four of such events are sufficient to completely renew the surface waters of the Gulf of Lion. The total import was approximate to 257 km(3), suggesting larger inflows at depth or in the eastern part of the gulf to maintain its volume balance. These in situ estimates represent a key term of comparison for the further development of numerical model-based and satellite-based studies of cross-shelf exchanges associated with this type of processes.		[Nencioli, F.] Plymouth Marine Lab, Plymouth, Devon, England; [Nencioli, F.; Petrenko, A. A.; Doglioli, A. M.] Univ Toulon & Var, Aix Marseille Univ, CNRS, MIO,IRD, Marseille, France; [Nencioli, F.] Plymouth Marine Lab, Plymouth, Devon, England; [Nencioli, F.] Univ Toulon & Var, Aix Marseille Univ, CNRS, MIO,IRD, Marseille, France								6							Oceanography	WOS:000388602200001		
J	Rousselet, L.; Doglioli, A. M.; Maes, C.; Blanke, B.; Petrenko, A. A.								Impacts of mesoscale activity on the water masses and circulation in the Coral Sea								JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS				121	10			7277	7289		10.1002/2016JC011861			OCT 2016	2016	The climatological vision of the circulation within the Coral Sea is today well established with the westward circulation of two main jets, the North Caledonian Jet (NCJ) and the North Vanuatu Jet (NVJ) as a consequence of the separation of the South Equatorial Current (SEC) on the islands of New Caledonia, Vanuatu, and Fiji. Each jet has its own dynamic and transports different water masses across the Coral Sea. The influence of mesoscale activity on mean flow and on water mass exchanges is not yet fully explored in this region of intense activity. Our study relies on the analysis of in situ, satellite, and numerical data. Indeed, we first use in situ data from the Bifurcation cruise and from an Argo float, jointly with satellite-derived velocities, to study the eddy influence on the Coral Sea dynamics. We identify an anticyclonic eddy as participating in the transport of NVJ-like water masses into the theoretical pathway of NCJ waters. This transfer from the NVJ to the NCJ is confirmed over the long term by a Lagrangian analysis. In particular, this numerical analysis shows that anticyclonic eddies can contribute up to 70-90% of the overall eddy transfer between those seemingly independent jets. Finally, transports calculated using S-ADCP measurements (0-500 m) show an eddy-induced sensitivity that can reach up to 15 Sv, i.e., the order of the transport of the jets.		[Rousselet, L.; Doglioli, A. M.; Petrenko, A. A.] Univ Toulon & Var, Aix Marseille Univ, CNRS, Mediterranean Inst Oceanog,IRD, Marseille, France; [Maes, C.; Blanke, B.] UBO, IRD, Lab Oceanog Phys & Spatiale, CNRS,Ifremer, Brest, France; [Rousselet, L.] Univ Toulon & Var, Aix Marseille Univ, CNRS, Mediterranean Inst Oceanog,IRD, Marseille, France								9							Oceanography	WOS:000388602200004		
J	Berenger, Valerie; Verdier-Chouchane, Audrey								Child Labour and Schooling in South Sudan and Sudan: Is There a Gender Preference?								AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT				28	S2			177	190		10.1111/1467-8268.12200			OCT 2016	2016	Based on the 2009 household surveys conducted in Sudan and South Sudan, the objective of this article is to analyse gender inequality for the young population aged 10 to 14 who should be at school. Although education is free in both countries, children's enrolment at school is low especially for girls, many of them stay home performing domestic chores or have an economic activity particularly in rural areas. The bivariate probit model highlights the key role of the household head's education, gender and poverty status in determining children's schooling. Drawing on Pal () who extended the Oaxaca-Blinder decomposition, we confirm that children's activity in Sudan and South Sudan is strongly determined by the fact of being a girl or a boy. The article also provides some policy recommendations to address the issues of low school attendance and high gender inequality.		[Berenger, Valerie] Univ Toulon & Var, Econ, Toulon, France; [Verdier-Chouchane, Audrey] African Dev Bank, Tunis, Tunisia; [Berenger, Valerie] Univ Toulon & Var, Econ, Toulon, France								6							Development Studies	WOS:000387007100004		
J	Feireisl, Eduard; Karper, Trygve; Novotny, Antonin								A convergent numerical method for the Navier-Stokes-Fourier system								IMA JOURNAL OF NUMERICAL ANALYSIS				36	4			1477	1535		10.1093/imanum/drv049			OCT 2016	2016	We propose a numerical method for solving the full Navier-Stokes-Fourier system describing the evolution of a compressible, viscous and heat conducting fluid. We use the finite volume method for approximating the convective terms, while the finite element method based on the Crouzeix-Raviart finite elements is used to approximate the viscous stress. The numerical solutions are shown to converge, up to a subsequence, to a suitable weak solution of the problem.		[Feireisl, Eduard] Acad Sci Czech Republ, Inst Math, Zitna 25, CZ-11567 Prague 1, Czech Republic; [Karper, Trygve] Norwegian Univ Sci & Technol, Dept Math Sci, Alfred Getz Vei 1, N-7049 Trondheim, Norway; [Novotny, Antonin] Univ Toulon & Var, IMATH, EA 2134, BP 20132, F-83957 La Garde, France; [Feireisl, Eduard] Acad Sci Czech Republ, Inst Math, Zitna 25, CZ-11567 Prague 1, Czech Republic								11							Mathematics, Applied	WOS:000386133600001		
J	Ginoux, Jean-Marc; Llibre, Jaume								Canards Existence in Memristor's Circuits								QUALITATIVE THEORY OF DYNAMICAL SYSTEMS				15	2			383	431		10.1007/s12346-015-0160-1			OCT 2016	2016	The aim of this work is to propose an alternative method for determining the condition of existence of "canard solutions" for three and four-dimensional singularly perturbed systems with only one fast variable in the folded saddle case. This method enables to state a unique generic condition for the existence of "canard solutions" for such three and four-dimensional singularly perturbed systems which is based on the stability of folded singularities of the normalized slow dynamics deduced from a well-known property of linear algebra. This unique generic condition is perfectly identical to that provided in previous works. Application of this method to the famous three and four-dimensional memristor canonical Chua's circuits for which the classical piecewise-linear characteristic curve has been replaced by a smooth cubic nonlinear function according to the least squares method enables to show the existence of "canard solutions" in such Memristor Based Chaotic Circuits.		[Ginoux, Jean-Marc] Univ Toulon & Var, Lab LSIS, CNRS, UMR 7296, BP 20132, F-83957 La Garde, France; [Llibre, Jaume] Univ Autonoma Barcelona, Dept Matemat, E-08193 Barcelona, Spain; [Ginoux, Jean-Marc] Univ Toulon & Var, Lab LSIS, CNRS, UMR 7296, BP 20132, F-83957 La Garde, France								4							Mathematics, Applied; Mathematics	WOS:000386660800005		
J	Martini, S.; Michotey, V.; Casalot, L.; Bonin, P.; Guasco, S.; Garel, M.; Tamburini, C.								Bacteria as part of bioluminescence emission at the deep ANTARES station (North-Western Mediterranean Sea) during a one-year survey								DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS				116				33	40		10.1016/j.dsr.2016.07.014			OCT 2016	2016	Bioluminescent bacteria have been studied during a one-year survey in 2011 at the deep ANTARES site (Northwestern Mediterranean Sea, 2000 m depth). The neutrino underwater telescope ANTARES, located at this station, has been used to record the bioluminescence at the same depth. Together with these data, environmental variables (potential temperature, salinity, nutrients, dissolved organic carbon and oxygen) have been characterized in water samples. The year 2011 was characterized by relatively stable conditions, as revealed by minor variability in the monitored oceanographic variables, by low bioluminescence and low current speed. This suggests weak eukaryote participation and mainly non-stimulated light emission. Hence, no processes of dense water have affected the ANTARES station during this survey. Abundance of bioluminescent bacteria belonging to Photobacterium genus, measured by qPCR of the luxF gene, ranged from 1.4 x 10(2) to 7.2 x 10(2) genes mL(-1). Their effective activity was confirmed through mRNA luxF quantification. Our results reveal that bioluminescent bacteria appeared more active than the total counterpart of bacteria, suggesting an ecological benefit of this feature such as favoring interaction with macro-organisms. Moreover, these results show that part of the bioluminescence, recorded at 2000 m depth over one year, could be due to bioluminescent bacteria in stable hydrological conditions. (C) 2016 Elsevier Ltd. All rights reserved.		[Martini, S.; Michotey, V.; Casalot, L.; Bonin, P.; Guasco, S.; Garel, M.; Tamburini, C.] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO,UM 110, F-13288 Marseille, France; [Martini, S.] Monterey Bay Aquarium Res Inst, 7700 Sandholdt Rd, Moss Landing, CA 95039 USA; [Martini, S.] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO,UM 110, F-13288 Marseille, France; [Martini, S.] Monterey Bay Aquarium Res Inst, 7700 Sandholdt Rd, Moss Landing, CA 95039 USA								5							Oceanography	WOS:000385326700004		
J	Militon, Cecile; Atkinson, Alexandre; Michotey, Valerie; Jeziorski, Celine; Cravo-Laureau, Cristiana; Duran, Robert; Bonin, Patricia; Cuny, Philippe								Metatranscriptomes of oil-contaminated marine coastal sediment affected by oil addition and/or by the bioturbating activity of the marine polychaete Hediste diversicolor: Who are the microbial players?								MARINE GENOMICS				29				55	59		10.1016/j.margen.2016.06.006			OCT 2016	2016	In coastal marine sediment, oxygen fluctuations induced by bioturbating activities are widespread and exert a great influence, not only on the structure and diversity of the microbenthic communities, but also on their activities. Thus, the activity of benthic organisms can have a significant influence on the degradation of hydrocarbons (HC) and can favor the development of hydrocarbonoclastic microorganisms in contaminated marine sediments. Here, we have generated metatranscriptomic data from coastal marine sediments affected by oil addition and/or by the reworking activity of the marine polychaete Hediste diversicolor to gain insights into the active microbial groups involved in the response to oil addition under the oxygen-fluctuating conditions. The preliminary results suggest that the macrofauna promote the diversity of active aerobic hydrocarbonoclastic bacteria in marine sediments, even if its influence cannot be strongly observed at the microbial community expression profiles level. (C) 2016 Elsevier B.V. All rights reserved.		[Militon, Cecile; Atkinson, Alexandre; Michotey, Valerie; Bonin, Patricia; Cuny, Philippe] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO UM 110, F-13288 Marseille, France; [Jeziorski, Celine] INRA Auzeville, Genotoul, GeT PlaGe, F-31326 Castanet Tolosan, France; [Jeziorski, Celine] INRA Auzeville, INRA, UAR1209, F-31326 Castanet Tolosan, France; [Cravo-Laureau, Cristiana; Duran, Robert] Univ Pau & Pays Adour, IPREM UMR CNRS 5254, MELODY Grp, Equipe Environm & Microbiol, BP 1155, F-64013 Pau, France; [Militon, Cecile] Campus Luminy,Case 901,163 Ave Luminy, F-13288 Marseille 09, France								3							Genetics & Heredity; Marine & Freshwater Biology	WOS:000385472900009		
J	Rontani, Jean-Francois; Galeron, Marie-Aimee; Aubert, Claude								Electron ionization mass spectrometric fragmentation and multiple reaction monitoring quantification of trimethylsilyl derivatives of cucurbic acid and its 6,7-stereoisomers								RAPID COMMUNICATIONS IN MASS SPECTROMETRY				30	20			2253	2264		10.1002/rcm.7711			OCT 2016	2016	RATIONALE: Isomeric cucurbic acids derive from the reduction of the keto group of jasmonic acids. These growth regulators are natural constituents of various higher plants and fungi. Elucidation of electron ionization mass spectrometry (EIMS) fragmentation pathways of the trimethylsilyl (TMS) derivatives of the different stereoisomers is essential for their characterization and quantification in natural samples. METHODS: EIMS fragmentation pathways of TMS derivatives of isomeric cucurbic acids and methyl cucurbates were investigated. These pathways were deduced by: (i) low-energy collision-induced dissociation (CID) gas chromatography/tandem mass spectrometry (GC/MS/MS), (ii) accurate mass measurement, and (iii) deuterium labelling. RESULTS: CID-MS/MS analyses, accurate mass measurement and deuterium labelling allowed us to elucidate EIMS fragmentations of TMS derivatives of several isomeric cucurbic acids and methyl cucurbates and to propose some specific fragment ions useful in addition to chromatographic retention times to characterize individual stereoisomers. As an application of some of the described fragmentations, isomeric cucurbic acids were characterized and quantified in multiple reaction monitoring (MRM) mode in different natural samples. CONCLUSIONS: The EIMS fragmentations of TMS derivatives of isomeric cucurbic acids appear to be distinct when the ether and ester groups are in the cis or trans positions, allowing for an easy differentiation of individual stereoisomers in natural samples. Copyright (C) 2016 John Wiley & Sons, Ltd.		[Rontani, Jean-Francois; Galeron, Marie-Aimee] Univ Toulon & Var, Aix Marseille Univ, Mediterranean Inst Oceanog, CNRS,INSU,IRD,UM 110, F-13288 Marseille, France; [Aubert, Claude] Fac Pharm Marseille, Lab Pharmacocinet & Toxicocinet, EA 3286, F-13385 Marseille, France; [Rontani, Jean-Francois] Univ Toulon & Var, Aix Marseille Univ, Mediterranean Inst Oceanog, CNRS,INSU,IRD,UM 110, F-13288 Marseille, France								3							Biochemical Research Methods; Chemistry, Analytical; Spectroscopy	WOS:000385500200004		
