PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Smith, Kenneth L., Jr.; Ruhl, Henry A.; Huffard, Christine L.; Messie, Monique; Kahru, Mati								Episodic organic carbon fluxes from surface ocean to abyssal depths during long-term monitoring in NE Pacific								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				115	48			12235	12240		10.1073/pnas.1814559115			NOV 27 2018	2018	Growing evidence suggests substantial quantities of particulate organic carbon (POC) produced in surface waters reach abyssal depths within days during episodic flux events. A 29-year record of in situ observations was used to examine episodic peaks in POC fluxes and sediment community oxygen consumption (SCOC) at Station M (NE Pacific, 4,000-m depth). From 1989 to 2017, 19% of POC flux at 3,400 m arrived during high-magnitude episodic events (>= mean + 2 sigma), and 43% from 2011 to 2017. From 2011 to 2017, when high-resolution SCOC data were available, time lags between changes in satellite-estimated export flux (EF), POC flux, and SCOC on the sea floor varied between six flux events from 0 to 70 days, suggesting variable remineralization rates and/or particle sinking speeds. Half of POC flux pulse events correlated with prior increases in EF and/or subsequent SCOC increases. Peaks in EF overlying Station M frequently translated to changes in POC flux at abyssal depths. A power-law model (Martin curve) was used to estimate abyssal fluxes from EF and midwater temperature variation. While the background POC flux at 3,400-m depth was described well by the model, the episodic events were significantly underestimated by similar to 80% and total flux by almost 50%. Quantifying episodic pulses of organic carbon into the deep sea is critical in modeling the depth and intensity of POC sequestration and understanding the global carbon cycle.		[Smith, Kenneth L., Jr.; Ruhl, Henry A.; Huffard, Christine L.; Messie, Monique] Monterey Bay Aquarium Res Inst, Moss Landing, CA 95039 USA; [Ruhl, Henry A.] Univ Southampton, Natl Oceanog Ctr, Southampton SO14 3ZH, Hants, England; [Messie, Monique] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO,Unite Mixte 110, F-13288 Marseille, France; [Kahru, Mati] Univ Calif San Diego, Scripps Inst Oceanog, La Jolla, CA 92037 USA; [Smith, Kenneth L., Jr.] Monterey Bay Aquarium Res Inst, Moss Landing, CA 95039 USA								31							Multidisciplinary Sciences	WOS:000451351000062		
J	Bourrely, Claude								Properties of structure functions from helicity components of light quarks and antiquarks in the statistical model								PHYSICAL REVIEW C				98	5					055202	10.1103/PhysRevC.98.055202			NOV 26 2018	2018	In the quantum statistical parton distribution approach proposed more than one decade ago to describe the parton structure, new properties are now understood; in particular the relation between quarks and antiquarks leads to very specific properties. The simultaneous treatment of unpolarized and polarized parton distribution functions (PDFs) allows a determination of thermodynamical potentials (the master parameters of the model) which drive their behavior and consequently the behavior of the structure functions. The existence of a possible relation between the gluon and a q (q) over bar pair leads to define a toy model for the unpolarized and polarized gluons. In view of forthcoming experimental results in the large-x region, specific predictions made by the model are presented.		[Bourrely, Claude] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT, Marseille, France; [Bourrely, Claude] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT, Marseille, France								2							Physics, Nuclear	WOS:000451334100015		
J	Bianchi, Eugenio; Christodoulou, Marios; D'Ambrosio, Fabio; Haggard, Hal M.; Roveili, Carlo								White holes as remnants: a surprising scenario for the end of a black hole								CLASSICAL AND QUANTUM GRAVITY				35	22					225003	10.1088/1361-6382/aae550			NOV 22 2018	2018	Quantum tunneling of a black hole into a white hole provides a model for the full life cycle of a black hole. The white hole acts as a long-lived remnant, providing a possible resolution to the information paradox. The remnant solution of the paradox has long been viewed with suspicion, mostly because remnants seemed to be such exotic objects. We point out that (i) established physics includes objects with precisely the required properties for remnants: white holes with small masses but large finite interiors; (ii) non-perturbative quantum gravity indicates that a black hole tunnels precisely into such a white hole, at the end of its evaporation. We address the objections to the existence of white-hole remnants, discuss their stability, and show how the notions of entropy relevant in this context allow them to evade several no-go arguments. A black hole's formation, evaporation, tunneling to a white hole, and final slow decay, form a unitary process that does not violate any known physics.		[Bianchi, Eugenio] Penn State Univ, Inst Gravitat & Cosmos, University Pk, PA 16802 USA; [Bianchi, Eugenio] Penn State Univ, Dept Phys, 104 Davey Lab, University Pk, PA 16802 USA; [Christodoulou, Marios; D'Ambrosio, Fabio; Roveili, Carlo] Univ Toulon & Var, Aix Marseille Univ, CPT, CNRS, F-13288 Marseille, France; [Christodoulou, Marios] Southern Univ Sci & Technol, Dept Phys, Shenzhen 518055, Peoples R China; [Haggard, Hal M.] Bard Coll, Phys Program, 30 Campus Rd, Annandale on Hudson, NY 12504 USA; [Haggard, Hal M.] Perimeter Inst Theoret Phys, 31 Caroline St North, Waterloo, ON N2L 2Y5, Canada; [Bianchi, Eugenio] Penn State Univ, Inst Gravitat & Cosmos, University Pk, PA 16802 USA; [Bianchi, Eugenio] Penn State Univ, Dept Phys, 104 Davey Lab, University Pk, PA 16802 USA								34							Astronomy & Astrophysics; Quantum Science & Technology; Physics, Multidisciplinary; Physics, Particles & Fields	WOS:000460000500003		
J	Ren, Z.; Cornelius, T. W.; Leclere, C.; Davydok, A.; Micha, J. -S.; Robach, O.; Richter, G.; Thomas, O.								Three-point bending behavior of a Au nanowire studied by in-situ Laue micro-diffraction								JOURNAL OF APPLIED PHYSICS				124	18					185104	10.1063/1.5054068			NOV 14 2018	2018	The elastic and plastic deformation of a gold nanowire tested in a three-point bending configuration using the custom-built scanning force microscope SFINX was studied in situ by Laue micro-diffraction. A new data treatment method based on the integration of diffraction patterns recorded along the deformed nanostructure is introduced visualizing both the movement and shape of the diffraction peaks as a function of the measurement position. Besides bending, torsion is evidenced during the elastic deformation originating from a misalignment of the SFINX-tip of the order of 60 nm with respect to the nanowire center. As demonstrated by post-mortem Laue micro-diffraction maps, the plastic deformation is governed by the storage of geometrically necessary dislocations. Analyzing the shape of the diffraction peaks, the activation of two unexpected slip systems is found which does not coincide with the slip systems with the highest resolved shear stress. These unexpected slip systems are probably related to the dislocation nucleation process at the clamping point, which is influenced by the local curvature. Published by AIP Publishing.		[Ren, Z.; Cornelius, T. W.; Leclere, C.; Davydok, A.; Thomas, O.] Univ Toulon & Var, Aix Marseille Univ, CNRS, IM2NP, Marseille, France; [Micha, J. -S.; Robach, O.] European Synchrotron ESRF, CRG IF Beamline BM32, CS40220, F-38043 Grenoble 9, France; [Micha, J. -S.; Robach, O.] Univ Grenoble Alpes, CEA INAC, 17 Rue Martyrs, F-38054 Grenoble, France; [Richter, G.] Max Planck Inst Intelligent Syst, Heisenbergstr 3, D-70569 Stuttgart, Germany; [Ren, Z.] Univ Toulon & Var, Aix Marseille Univ, CNRS, IM2NP, Marseille, France								3							Physics, Applied	WOS:000450213300023		
J	Gimenez, Audrey; Baklouti, Melika; Wagener, Thibaut; Moutin, Thierry								Diazotrophy as the main driver of the oligotrophy gradient in the western tropical South Pacific Ocean: results from a one-dimensional biogeochemical-physical coupled model								BIOGEOSCIENCES				15	21			6573	6589		10.5194/bg-15-6573-2018			NOV 7 2018	2018	The Oligotrophy to UlTra-oligotrophy PACific Experiment (OUTPACE) cruise took place in the western tropical South Pacific (WTSP) during the austral summer (March-April 2015). The aim of the OUTPACE project was to investigate a longitudinal gradient of biological and biogeochemical features in the WTSP, and especially the role of N-2 fixation in the C, N, and P cycles. Two contrasted regions were considered in this study: the Western Melanesian Archipelago (WMA), characterized by high N-2 fixation rates, significant surface production and low dissolved inorganic phosphorus (DIP) concentrations, and the South Pacific Gyre (WGY), characterized by very low N-2 fixation rates, surface production and high DIP concentrations. Since physical forcings and mixed layer dynamics in both regions were similar, it was considered that the gradient of oligotrophy observed in situ between the WMA and WGY was not explained by differences in physical processes, but rather by differences in biogeochemical processes. A one-dimensional physical-biogeochemical coupled model was used to investigate the role of N-2 fixation in the WTSP by running two identical simulations, only differing by the presence (sim(WMA)) or absence (sim(WGY)) of diazotrophs. We showed that the nitracline and the phosphacline had to be, respectively, deeper and shallower than the mixed layer depth (MLD) to bring N-depleted and P-repleted waters to the surface during winter mixing, thereby creating favorable conditions for the development of diazotrophs. We also concluded that a preferential regeneration of the detrital phosphorus (P) matter was necessary to obtain this gap between the nitracline and phosphacline depths, as the nutricline depths significantly depend on the regeneration of organic matter in the water column. Moreover, the model enabled us to highlight the presence of seasonal variations in primary production and P availability in the upper surface waters in simWMA, where diazotrophs provided a new source of nitrogen (N) to the ecosystem, whereas no seasonal variations were obtained in simWGY, in the absence of diazotrophs. These main results emphasized the fact that surface production dynamics in the WTSP is based on a complex and sensitive system which depends on the one hand on physical processes (vertical mixing, sinking of detrital particles), and on the other hand on biogeochemical processes (N-2 fixation, remineralization).		[Gimenez, Audrey; Baklouti, Melika; Wagener, Thibaut; Moutin, Thierry] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,OSU Pytheas,MIO,UM 110, Marseille, France; [Gimenez, Audrey; Baklouti, Melika] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,OSU Pytheas,MIO,UM 110, Marseille, France								2							Ecology; Geosciences, Multidisciplinary	WOS:000449481500003		
J	Gambin, T.; Drap, P.; Cheminsky, B.; Hyttinen, K.; Kozak, G.								Exploring the Phoenician shipwreck off Xlendi bay, Gozo. A report on methodologies used for the study of a deep-water site								UNDERWATER TECHNOLOGY				35	3			71	86		10.3723/ut.35.071			NOV 2018	2018	A shipwreck was discovered in deep-water during a systematic side-scan sonar survey conducted in 2007 by Malta's heritage authorities and the University of Malta. Located off the coast of the island of Gozo, Malta, this site was the subject of a series of further in-depth studies that spanned over 10 years. Throughout this period, a number of different technologies were used to explore, record and study the site. This paper provides an overall description, analysis and evaluation of the various technologies and methodologies used to investigate this site.		[Gambin, T.] Univ Malta, Msida, Malta; [Drap, P.] Univ Toulon & Var, Aix Marseille Univ, CNRS, ENSAM, Toulon, France; [Cheminsky, B.] COMEX Marseille, Marseille, France; [Hyttinen, K.] Univ Dundee, Dundee, Scotland; [Kozak, G.] GK Consulting, Waltham, MA USA; [Gambin, T.] Univ Malta, Msida, Malta								5							Engineering, Ocean	WOS:000454358200002		
J	Boudouresque, Charles-Francois								Minouche Knoepffler-Peguy (1934-2018), the 'Dame de Banyuls' (the Lady of Banyuls)								CRYPTOGAMIE ALGOLOGIE				39	4			525	530		10.7872/crya/v39.iss4.2018.525			NOV 2018	2018			[Boudouresque, Charles-Francois] Aix Marseille Univ, Campus Luminy, Marseille, France; [Boudouresque, Charles-Francois] Univ Toulon & Var, OSU Pytheas, MIO, CNRS,IRD, Campus Luminy, Marseille, France; [Boudouresque, Charles-Francois] Aix Marseille Univ, Campus Luminy, Marseille, France; [Boudouresque, Charles-Francois] Univ Toulon & Var, OSU Pytheas, MIO, CNRS,IRD, Campus Luminy, Marseille, France								0							Plant Sciences; Marine & Freshwater Biology	WOS:000451813400008		
J	Brugere, Jean-Francois; Ben Hania, Wajdi; Arnal, Marie-Edith; Ribiere, Celine; Ballet, Nathalie; Vandeckerkove, Pascal; Ollivier, Bernard; O'Toole, Paul W.								Archaea Microbial Candidates in Next-generation Probiotics Development								JOURNAL OF CLINICAL GASTROENTEROLOGY				52				S71	S73		10.1097/MCG.0000000000001043			NOV-DEC 2018	2018	Pharmabiotics and probiotics in current use or under development belong to 2 of 3 domains of life, Eukarya (eg, yeasts) and Bacteria (eg, lactobacilli). Archaea constitute a third domain of life, and are currently not used as probiotics, despite several interesting features. This includes the absence of known pathogens in humans, animals, or plants and the existence of some archaea closely associated to humans in various microbiomes. We promote the concept that some specific archaea that naturally thrive in the human gut are potential next- generation probiotics that can be rationally selected on the basis of their metabolic phenotype not being encountered in other human gut microbes, neither Bacteria nor Eukarya. The example of the possible bioremediation of the proatherogenic compound trimethylamine into methane by archaeal microbes is described.		[Brugere, Jean-Francois; Ben Hania, Wajdi; Arnal, Marie-Edith] UCA, INRA, UMR 454, MEDIS, 5e CBRV,28 Pl Henri Dunant, F-63000 Clermont Ferrand, France; [Ben Hania, Wajdi; Ollivier, Bernard] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO, Marseille, France; [Ballet, Nathalie; Vandeckerkove, Pascal] Lesaffre Grp, Lesaffre Int, Marcq En Baroeul, France; [Ribiere, Celine; O'Toole, Paul W.] Univ Coll Cork, Sch Microbiol, Cork, Ireland; [Ribiere, Celine; O'Toole, Paul W.] Univ Coll Cork, APC Microbiome Inst, Cork, Ireland; [Brugere, Jean-Francois] UCA, INRA, UMR 454, MEDIS, 5e CBRV,28 Pl Henri Dunant, F-63000 Clermont Ferrand, France				9th Meeting on Probiotics, Prebiotics and New Foods, Nutraceuticals and Botanicals for Nutrition and Human and Microbiota	SEP 10-12, 2017		Rome, ITALY	3							Gastroenterology & Hepatology	WOS:000452658900015		
J	Kantha, Lakshmi; Luce, Hubert								Mixing Coefficient in Stably Stratified Flows								JOURNAL OF PHYSICAL OCEANOGRAPHY				48	11			2649	2665		10.1175/JPO-D-18-0139.1			NOV 2018	2018	Turbulent mixing in the interior of the oceans is not as well understood as mixing in the oceanic boundary layers. Mixing in the generally stably stratified interior is primarily, although not exclusively, due to intermittent shear instabilities. Part of the energy extracted by the Reynolds stresses acting on the mean shear is expended in increasing the potential energy of the fluid column through a buoyancy flux, while most of it is dissipated. The mixing coefficient (m), the ratio of the buoyancy flux to the dissipation rate of turbulence kinetic energy epsilon, is an important parameter, since knowledge of (m) enables turbulent diffusivities to be inferred. Theory indicates that (m) must be a function of the gradient Richardson number. Yet, oceanic studies suggest that a value of around 0.2 for (m) gives turbulent diffusivities that are in good agreement with those inferred from tracer studies. Studies by scientists working with atmospheric radars tend to reinforce these findings but are seldom referenced in oceanographic literature. The goal of this paper is to bring together oceanographic, atmospheric, and laboratory observations related to (m) and to report on the values deduced from in situ data collected in the lower troposphere by unmanned aerial vehicles, equipped with turbulence sensors and flown in the vicinity of the Middle and Upper Atmosphere (MU) radar in Japan. These observations are consistent with past studies in the oceans, in that a value of around 0.16 for (m) yields good agreement between epsilon derived from turbulent temperature fluctuations using this value and epsilon obtained directly from turbulence velocity fluctuations.		[Kantha, Lakshmi] Univ Colorado, Dept Aerosp Engn Sci, Boulder, CO 80309 USA; [Luce, Hubert] Univ Toulon & Var, Mediterranean Inst Oceanog, UM 110, Marseille, France; [Kantha, Lakshmi] Univ Colorado, Dept Aerosp Engn Sci, Boulder, CO 80309 USA								7							Oceanography	WOS:000448771300001		
J	Baccelli, F.; Rybko, A.; Shlosman, S.; Vladimirov, A.								Metastability of Queuing Networks with Mobile Servers								JOURNAL OF STATISTICAL PHYSICS				173	3-4			1227	1251		10.1007/s10955-018-2023-z			NOV 2018	2018	We study symmetric queuing networks with moving servers and FIFO service discipline. The mean-field limit dynamics demonstrates unexpected behavior which we attribute to the metastability phenomenon. Large enough finite symmetric networks on regular graphs are proved to be transient for arbitrarily small inflow rates. However, the limiting non-linear Markov process possesses at least two stationary solutions. The proof of transience is based on martingale techniques.		[Shlosman, S.] Skolkovo Inst Sci & Technol, Moscow, Russia; [Shlosman, S.] Univ Toulon & Var, CNRS, Aix Marseille Univ, UMR 7332,CPT, F-13288 Marseille, France; [Rybko, A.; Shlosman, S.; Vladimirov, A.] RAS, Inst Informat Transmiss Problems, Moscow, Russia; [Baccelli, F.] UT Austin, Dept Math, Austin, TX 78712 USA; [Baccelli, F.] UT Austin, Dept Math, Austin, TX 78712 USA								5							Physics, Mathematical	WOS:000450490500027		
J	Marillier, Mathieu; Gruet, Mathieu; Baillieul, Sebastien; Wuyam, Bernard; Tamisier, Renaud; Levy, Patrick; Pepin, Jean-Louis; Verges, Samuel								Impaired cerebral oxygenation and exercise tolerance in patients with severe obstructive sleep apnea syndrome								SLEEP MEDICINE				51				37	46		10.1016/j.sleep.2018.06.013			NOV 2018	2018	Objective and background: Impaired cerebral blood flow and cerebrovascular reactivity to hypercapnia during wakefulness at rest as well as reduced exercise tolerance have been reported in severe obstructive sleep apnea (OSA) patients. Impaired cerebral oxygenation and hemodynamics can contribute to reduced exercise performance. We hypothesized that (i) OSA patients show impaired cerebrovascular response both during exercise and in response to hypercapnia together with reduced exercise tolerance and (ii) continuous positive airway pressure (CPAP) treatment improves these alterations in cerebral oxygenation. Methods: Fifteen OSA patients and 12 healthy matched controls performed a hypercapnic response test and a maximal cardiopulmonary exercise test before and after eight weeks of CPAP treatment or control period. Prefrontal cortex and muscle oxygenation were assessed by near-infrared spectroscopy (NIRS) during both tests. Results: Cerebrovascular reactivity to hypercapnia was impaired in OSA patients (lower increase in oxyhemoglobin [0.29 +/- 0.19 vs 0.44 +/- 0.14 mu mol mmHg(-1)] and total hemoglobin [0.14 +/- 0.15 vs 0.26 +/- 0.09 mu mol mmHg]) compared to controls. Reduced prefrontal cortex oxygen extraction and total blood volume (ie, lower increase in deoxyhemoglobin [1.76 +/- 1.57 vs 3.43 +/- 2.08 mu mol] and total hemoglobin [5.36 +/- 7.08 vs 8.55 +/- 5.13 mu mol] at exhaustion], respectively) during exercise together with a reduced exercise tolerance (ie, lower peak oxygen consumption) were observed in OSA patients compared to controls. CPAP treatment did not induce any improvement in cerebrovascular response during hypercapnic response test and exercise. Conlusions: This study demonstrates that cerebrovascular response to exercise is altered in OSA and may contribute to exercise intolerance in these patients. Prefrontal cortex oxygenation and exercise tolerance are not significantly improved following eight weeks of CPAP treatment. (C) 2018 Elsevier B.V. All rights reserved.		[Marillier, Mathieu; Gruet, Mathieu; Baillieul, Sebastien; Wuyam, Bernard; Tamisier, Renaud; Levy, Patrick; Pepin, Jean-Louis; Verges, Samuel] Fac Med, INSERM, U1042, Batiment Jean Roget, Grenoble, France; [Marillier, Mathieu; Gruet, Mathieu; Baillieul, Sebastien; Wuyam, Bernard; Tamisier, Renaud; Levy, Patrick; Pepin, Jean-Louis; Verges, Samuel] Grenoble Alpes Univ, Fac Med, Lab HP2, Batiment Jean Roget, Grenoble, France; [Gruet, Mathieu] Univ Toulon & Var, LAMHESS, Toulon, France; [Baillieul, Sebastien; Wuyam, Bernard; Tamisier, Renaud; Levy, Patrick; Pepin, Jean-Louis] Grenoble Alpes Univ Hosp, Pole Thorax & Vaisseaux, Clin Physiol Sommeil & Exercice, Grenoble, France; [Verges, Samuel] Univ Grenoble Alpes UM Sports Pathol, INSERM, HP2 Lab, Hop Sud,U1042, Ave Kimberley, F-38434 Echirolles, France								8							Clinical Neurology	WOS:000447778200007		
J	Belahbib, Hassiba; Summers, Zarath M.; Fardeau, Marie-Laure; Joseph, Manon; Tamburini, Christian; Dolla, Alain; Ollivier, Bernard; Armougom, Fabrice								Towards a congruent reclassification and nomenclature of the thermophilic species of the genus Pseudothermotoga within the order Thermotogales								SYSTEMATIC AND APPLIED MICROBIOLOGY				41	6			555	563		10.1016/j.syapm.2018.04.007			NOV 2018	2018	The phylum Thermotogae gathers thermophilic, hyperthermophic, mesophilic, and thermo-acidophilic anaerobic bacteria that are mostly originated from geothermally heated environments. The metabolic and phenotypic properties harbored by the Thermotogae species questions the evolutionary events driving the emergence of this early branch of the universal tree of life. Recent reshaping of the Thermotogae taxonomy has led to the description of a new genus, Pseudothermotoga, a sister group of the genus Thermotoga within the order Thermotogales. Comparative genomics of both Pseudothermotoga and Thermotoga spp., including 16S-rRNA-based phylogenetic, pan-genomic analysis as well as signature indel conservation, provided evidence that Thermotoga caldifontis and Thermotoga profunda species should be reclassified within the genus Pseudothermotoga and renamed as Pseudothermotoga caldifontis comb. nov. (type strain = AZM44c09(T)) and Pseudothermotogaprofunda comb. nov. (type strain =AZM34c06(T)), respectively. In addition, based upon whole-genome relatedness indices and DNA-DNA Hybridization results, the reclassification of Pseudothermotoga lettingae and Pseudothermotoga subterranea as latter heterotypic synonyms of Pseudothermotoga elfii is proposed. Finally, potential genetic elements resulting from the distinct evolutionary story of the Thermotoga and Pseudothermotoga clades are discussed. (C) 2018 The Authors. Published by Elsevier GmbH.		[Belahbib, Hassiba; Fardeau, Marie-Laure; Joseph, Manon; Tamburini, Christian; Ollivier, Bernard; Armougom, Fabrice] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO, 163 Ave Luminy, F-13288 Marseille, France; [Summers, Zarath M.] ExxonMobil Res & Engn Co, 1545 Route 22 East, Annandale, NJ 08801 USA; [Dolla, Alain] Aix Marseille Univ, CNRS, LCB, Marseille, France; [Armougom, Fabrice] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO, 163 Ave Luminy, F-13288 Marseille, France								5							Biotechnology & Applied Microbiology; Microbiology	WOS:000452948500003		
J	Dobrokhotov, S. Yu.; Minenkov, D. S.; Shlosman, S. B.								Asymptotics of Wave Functions of the Stationary Schrodinger Equation in the Weyl Chamber								THEORETICAL AND MATHEMATICAL PHYSICS				197	2			1626	1634		10.1134/S0040577918110065			NOV 2018	2018	We study stationary solutions of the Schrodinger equation with a monotonic potential U in a polyhedral angle (Weyl chamber) with the Dirichlet boundary condition. The potential has the form U(x)=Sigma j=1(n) V(x(j)), x = (x(1),...,x(n)) is an element of R-n, with a monotonically increasing function V(y). We construct semiclassical asymptotic formulas for eigenvalues and eigenfunctions in the form of the Slater determinant composed of Airy functions with arguments depending nonlinearly on x(j). We propose a method for implementing the Maslov canonical operator in the form of the Airy function based on canonical transformations.		[Dobrokhotov, S. Yu.; Minenkov, D. S.] Ishlinsky Inst Problems Mech, Moscow, Russia; [Dobrokhotov, S. Yu.] State Univ, Moscow Inst Phys & Technol, Dolgoprudnyi, Russia; [Shlosman, S. B.] Skolkovo Inst Sci & Technol, Moscow, Russia; [Shlosman, S. B.] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT, Marseille, France; [Shlosman, S. B.] RAS, Kharkevich Inst Informat Transmiss Problems, Moscow, Russia; [Dobrokhotov, S. Yu.] Ishlinsky Inst Problems Mech, Moscow, Russia; [Dobrokhotov, S. Yu.] State Univ, Moscow Inst Phys & Technol, Dolgoprudnyi, Russia								4							Physics, Multidisciplinary; Physics, Mathematical	WOS:000453068400006		
J	Rovelli, Carlo; Vidotto, Francesca								Pre-Big-Bang Black-Hole Remnants and Past Low Entropy								UNIVERSE				4	11					129	10.3390/universe4110129			NOV 2018	2018	Dark matter could be composed by black-hole remnants formed before the big-bang era in a bouncing cosmology. This hypothetical scenario has implications on the issue of the arrow of time: it upsets a common attribution of past low entropy to the state of the geometry and suggests a possible realisation of the perspectival interpretation of past low entropy.		[Rovelli, Carlo] Univ Toulon & Var, Aix Marseille Univ, CPT, CNRS, F-13288 Marseille, France; [Vidotto, Francesca] Univ Basque Country, UPV EHU, Dept Fis Teor, E-48940 Leioa, Spain; [Rovelli, Carlo] Univ Toulon & Var, Aix Marseille Univ, CPT, CNRS, F-13288 Marseille, France; [Vidotto, Francesca] Univ Basque Country, UPV EHU, Dept Fis Teor, E-48940 Leioa, Spain								3							Astronomy & Astrophysics; Physics, Particles & Fields	WOS:000451167700019		
J	Ginoux, Jean-Marc; Golvin, Jean-Claude								On the determination of the perimeter of the eight-centered oval								COMPTES RENDUS MATHEMATIQUE				356	11-12			1195	1202		10.1016/j.crma.2018.10.009			NOV-DEC 2018	2018	This note aims to present the history of the main researches carried out to represent an ellipse by means of an eight-centered oval and to complete them by giving a geometrical demonstration of the formulas expressing the coordinates of the centers, the radii and the central angles of these arcs of circles making up this oval. These formulas will make it possible to determine its perimeter and thus to approximate the value of that of the ellipse. This result could be useful for archaeologists, who will test the hypothesis according to which some Roman amphitheatres, such as the Coliseum, were built from eight-centered ovals. (c) 2018 Academie des sciences. Publie par Elsevier Masson SAS. Cet article est publie en Open Access sous licence CC BY-NC-ND.		[Ginoux, Jean-Marc] Univ Toulon & Var, Lab HS, CNRS, UMR 7020, BP 20132, F-83957 La Garde, France; [Golvin, Jean-Claude] Univ Bordeaux 3, CNRS, Michel De Montaigne, France; [Ginoux, Jean-Marc] Univ Toulon & Var, Lab HS, CNRS, UMR 7020, BP 20132, F-83957 La Garde, France								0							Mathematics	WOS:000451439200016		
J	Michon, Claire-Cecile; Miljkovitch, Raphaele; Cyrulnik, Boris								Nonverbal communication in DM1 and FSHD								M S-MEDECINE SCIENCES				34				9	12		10.1051/medsci/201834s203			NOV 2018	2018			[Michon, Claire-Cecile] AFM Telethon, Direct Act Med, Evry, France; [Miljkovitch, Raphaele] Univ Paris 08, St Denis, France; [Cyrulnik, Boris] Univ Toulon & Var, Toulon, France; [Michon, Claire-Cecile] AFM Telethon, Direct Act Med, Evry, France								1							Medicine, Research & Experimental	WOS:000449810300003		
J	Goodall, Andrew; Krajewski, Thomas; Regts, Guus; Vena, Lluis								A Tutte Polynomial for Maps								COMBINATORICS PROBABILITY & COMPUTING				27	6			913	945		10.1017/S0963548318000081			NOV 2018	2018	We follow the example of Tutte in his construction of the dichromate of a graph (i.e. the Tutte polynomial) as a unification of the chromatic polynomial and the flow polynomial in order to construct a new polynomial invariant of maps (graphs embedded in orientable surfaces). We call this the surface Tutte polynomial. The surface Tutte polynomial of a map contains the Las Vergnas polynomial, the Bollobas-Riordan polynomial and the Krushkal polynomial as specializations. By construction, the surface Tutte polynomial includes among its evaluations the number of local tensions and local flows taking values in any given finite group. Other evaluations include the number of quasi-forests.		[Goodall, Andrew; Vena, Lluis] Charles Univ Prague, Comp Sci Inst, Prague, Czech Republic; [Krajewski, Thomas] Univ Toulon & Var, CNRS, CPT, Aix Marseille Univ, Marseille, France; [Regts, Guus] Univ Amsterdam, Dept Math, Amsterdam, Netherlands; [Vena, Lluis] Univ Amsterdam, Fac Sci, Amsterdam, Netherlands; [Goodall, Andrew] Charles Univ Prague, Comp Sci Inst, Prague, Czech Republic								5							Computer Science, Theory & Methods; Mathematics; Statistics & Probability	WOS:000449325100003		
