PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Dray, Tevian; Rovelli, Carlo								Reflections on the energy of black holes								INTERNATIONAL JOURNAL OF MODERN PHYSICS D				28	14					1944004	10.1142/S0218271819440048			OCT 2019	2019	Inside a black hole, there is no local way to say which side of a sphere is the inside, and which is the outside. One can easily be gulled by this fact into mixing up the sign of the energy. We lead the reader astray with a naive treatment of the energy of a null shell in black hole spacetimes. We then resolve the confusion, showing that global, rather than local, considerations offer good guidance.		[Dray, Tevian] Oregon State Univ, Dept Math, Corvallis, OR 97331 USA; [Rovelli, Carlo] Univ Toulon & Var, CPT, Aix Marseille Univ, CNRS, F-13288 Marseille, France; [Dray, Tevian] Oregon State Univ, Dept Math, Corvallis, OR 97331 USA								0							Astronomy & Astrophysics	WOS:000500955400012		
J	Barois, Brice; Dimou, Michel; Schaffar, Alexandra								The European Regions hierarchy 2000-2015. Are they still converging?								REVUE D ECONOMIE REGIONALE ET URBAINE					4			673	697					OCT 2019	2019	The paper studies the hierarchy of the 276 European NUTS 2 regions' GDP per capita between 2000 an 2015. From a methodological point of view, the paper follows previous work on urban hierarchies. The paper's results show that the European structural mechanisms and policies have been rather efficient until 2008 and have allowed the convergence of regional GDPS. The less developed regions' GDP increases faster than the GDP of other regions during this period. Nevertheless, this process changes after 2008 and the European mechanisms of convergence don't seem to work after this period. After 2008, the inequalities in regional GDP per capita seem to grow again which leads to a two-speed Europe.		[Barois, Brice; Dimou, Michel; Schaffar, Alexandra] Univ Toulon & Var, LEAD, La Garde, France; [Barois, Brice] Univ Toulon & Var, LEAD, La Garde, France								0							Economics	WOS:000496454800003		
J	Catin, Maurice; Van Huffel, Christophe								Disparities in employment growth in French urban areas and the metropolisation process The role of metropolitan, productive and external revenue functions								REVUE D ECONOMIE REGIONALE ET URBAINE					4			749	779					OCT 2019	2019	Empirical studies carried out over the past twenty years have emphasized the role of human capital as a driver of regional growth, and even more so of the growth of large cities. We propose a model, inspired by new approaches of the Economic Base Model, applied to French urban areas over the period 1999-2013 from a decomposition of employment in metropolitan, productive and presential functions, based on the functional classification established by INSEE. We consider that the evolution of employment in urban areas can be attributed to three driving forces: the metropolitan functions, representative of the human capital and productivity effects, the productive activities, largely exporting, and the external revenues (public, residential and social) received. In the case of France, we verify the concentration of metropolitan functions and the unequal development of employment in favor of large urban areas with more than 200,000 jobs. We show the determining role of the rise of metropolitan functions in the employment growth of large urban areas, and the double facet of the process of metropolisation between Paris and large urban areas.		[Catin, Maurice; Van Huffel, Christophe] Univ Toulon & Var, LEAD, La Garde, France; [Catin, Maurice] Univ Toulon & Var, LEAD, La Garde, France								0							Economics	WOS:000496454800006		
J	Giancola, Stefano; Arciniegas, Raul Andres Becerra; Fahs, Armand; Chailan, Jean-Francois; Di Vona, Maria Luisa; Knauth, Philippe; Narducci, Riccardo								Study of Annealed Aquivion (R) Ionomers with the INCA Method								MEMBRANES				9	10					134	10.3390/membranes9100134			OCT 2019	2019	We investigated the possibility to increase the working temperature and endurance of proton exchange membranes for fuel cells and water electrolyzers by thermal annealing of short side chain perfluorosulfonic acid (SSC-PFSA) Aquivion (R) membranes. The Ionomer n(c) Analysis (INCA method), based on n(c)/T plots where n(c) is a counter elastic force index, was applied to SSC-PFSA in order to evaluate ionomer thermo-mechanical properties and to probe the increase of crystallinity during the annealing procedure. The enhanced thermal and mechanical stability of extruded Aquivion (R) 870 (equivalent weight, EW = 870 g.mol(-1)) was related to an increase of long-range order. Complementary differential scanning calorimetry (DSC) and dynamic mechanical analysis (DMA) measurements confirmed the increase of polymer stiffness by the annealing treatment with an enhancement of the storage modulus over the whole range of temperature. The main thermomechanical relaxation temperature is also enhanced. DSC measurements showed slight base line changes after annealing, attributable to the glass transition and melting of a small amount of crystalline phase. The difference between the glass transition and melting temperatures derived from INCA plots and the ionic-cluster transition temperature derived from DMA measurements is consistent with the different experimental conditions, especially the dry atmosphere in DMA. Finally, the annealing procedure was also successfully applied for the first time to an un-crystallized cast membrane (EW = 830 g.mol(-1)) resulting in a remarkable mechanical and thermal stabilization.		[Giancola, Stefano] ICIQ, Av Paisos Catalans 16, Tarragona 43007, Spain; [Arciniegas, Raul Andres Becerra; Di Vona, Maria Luisa; Narducci, Riccardo] Univ Roma Tor Vergata, Dept Ind Engn, Via Politecn 1, I-00133 Rome, Italy; [Arciniegas, Raul Andres Becerra; Di Vona, Maria Luisa; Narducci, Riccardo] Univ Roma Tor Vergata, Int Associated Lab Ionomer Mat Energy, Via Politecn 1, I-00133 Rome, Italy; [Arciniegas, Raul Andres Becerra; Knauth, Philippe] Aix Marseille Univ, CNRS, Madirel UMR 7246, Electrochem Mat Grp, Campus St Jerome, F-13013 Marseille, France; [Arciniegas, Raul Andres Becerra; Knauth, Philippe] Aix Marseille Univ, Int Associated Lab Ionomer Mat Energy, CNRS, Campus St Jerome, F-13013 Marseille, France; [Fahs, Armand; Chailan, Jean-Francois] Univ Toulon & Var, MAPIEM EA 4323, CS 60584, F-83041 Toulon 9, France; [Narducci, Riccardo] Univ Roma Tor Vergata, Dept Ind Engn, Via Politecn 1, I-00133 Rome, Italy; [Narducci, Riccardo] Univ Roma Tor Vergata, Int Associated Lab Ionomer Mat Energy, Via Politecn 1, I-00133 Rome, Italy								6							Biochemistry & Molecular Biology; Chemistry, Physical; Engineering, Chemical; Materials Science, Multidisciplinary; Polymer Science	WOS:000493522600004		
J	Schorne-Pinto, J.; Janghorban, A.; Lomello-Tafin, M.; Pisch, A.; Mikaelian, G.; Benigni, P.; Barnabe, A.; Cassayre, L.								Assessment of thermodynamic data for CuCrO2 delafossite from calorimetric measurements								THERMOCHIMICA ACTA				680						178345	10.1016/j.tca.2019.178345			OCT 2019	2019	A detailed investigation of the thermodynamic properties of delafossite CuCrO2 was carried out by experimental methods on synthetic CuCrO2 delafossite samples (differential scanning calorimetry from ambient to 871 K and drop calorimetry from 823 to 1123 K) and theoretical methods (density functional theory). Based on these data and available literature (low temperature heat capacity measurements and calculations, high temperature emf data), we propose, for the first time, a full set of thermodynamic data for the phase CuCrO2. Our selection comes to: Delta(f) H degrees(298)(CuCrO2) = -670.8 +/- 1.3 kJ mol(-1), S degrees(298)(CuCrO2) = 88.9 J K-1, and c degrees(p) (T) = 1.02564. 10(2) - 2.87159. 10(7) T-3 - 1.28542. 10(5)T(-1.5) (298 < T < 1300 K).		[Schorne-Pinto, J.; Cassayre, L.] Univ Toulouse, CNRS, Lab Genie Chim, INP,UPS, Toulouse, France; [Schorne-Pinto, J.; Barnabe, A.] Univ Toulouse, CNRS, CIRIMAT, UT3 Paul Sabatier, F-31062 Toulouse 9, France; [Janghorban, A.; Lomello-Tafin, M.] Univ Savoie Mt Blanc, Lab SYMME, Annecy, France; [Pisch, A.] Grenoble INP, SIMAP, UGA, CNRS, F-38000 Grenoble, France; [Mikaelian, G.; Benigni, P.] Univ Toulon & Var, Aix Marseille Univ, CNRS, IM2NP, Marseille, France; [Cassayre, L.] Univ Toulouse, CNRS, Lab Genie Chim, INP,UPS, Toulouse, France								0							Thermodynamics; Chemistry, Analytical; Chemistry, Physical	WOS:000487169800002		
J	Dimou, Michel; Lacour, Claude; Psycharis, Yannis								Revisiting the Odissey: Circe's comeback The emerging discussions from the joint conference of the ASRDLF and of the Greek section of the ERSA in Athens								REVUE D ECONOMIE REGIONALE ET URBAINE					4			629	642					OCT 2019	2019			[Dimou, Michel] Univ Toulon & Var, LEAD, Toulon, France; [Lacour, Claude] Univ Bordeaux, GREThA, Bordeaux, France; [Psycharis, Yannis] Panteion Univ, Dept Econ Policy & Reg Dev, Athens, Greece; [Dimou, Michel] Univ Toulon & Var, LEAD, Toulon, France								1							Economics	WOS:000496454800001		
J	Benavides, Mar; Thuoc Chu Van; Mari, Xavier								Amino acids promote black carbon aggregation and microbial colonization in coastal waters off Vietnam								SCIENCE OF THE TOTAL ENVIRONMENT				685				527	532		10.1016/j.scitotenv.2019.05.141			OCT 1 2019	2019	The combustion of fossil fuels and biomass produces pyrogenic organic matter usually known as 'black carbon' (BC), which are transported across the atmosphere as particulate aerosol, eventually deposited on land and oceans. Soil studies have investigated the potential microbial colonization and remineralization of BC particles, but this process has been seldom studied in marine waters. BC provides a significant input of organic carbon to the oceans, yet its fate and role in biogeochemical cycling remains unknown. Here we explored the microbial colonization of BC particles in coastal seawater samples collected in Halong Bay (northern Vietnam). Using high-resolution mass spectrometry and microscopy methods, we observed an increasing colonization of BC particles by marine microbes in the presence of amino acids. Our results suggest that natural organic matter (NOM) present in seawater may promote the microbial colonization and eventual remineralization of BC particles. Future experiments should explore the potential microbial remineralization of BC particles to unveil the role of this massive source of carbon to marine ecosystems. (C) 2019 Elsevier B.V. All rights reserved.		[Benavides, Mar; Mari, Xavier] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO,UM 110, F-13288 Marseille, France; [Thuoc Chu Van; Mari, Xavier] VAST, IMER, 246 Nang St, Haiphong, Vietnam; [Mari, Xavier] USTH, VAST, Hanoi, Vietnam; [Benavides, Mar] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO,UM 110, F-13288 Marseille, France								1							Environmental Sciences	WOS:000477951900050		
J	Chepoi, Victor; Labourel, Arnaud; Ratel, Sebastien								On density of subgraphs of Cartesian products								JOURNAL OF GRAPH THEORY				93	1			64	87		10.1002/jgt.22469			JAN 2020	2020	In this paper, we extend two classical results about the density of subgraphs of hypercubes to subgraphs G of Cartesian products G1MIDLINE HORIZONTAL ELLIPSISGm of arbitrary connected graphs. Namely, we show that ( divide E(G)|/ divide V(G) divide )<= left ceiling 2max{dens(G1), horizontal ellipsis ,dens(Gm)} right ceiling log divide V(G) divide , where dens(H) is the maximum ratio divide E(H ') divide / divide V(H ') divide taken over all subgraphs H ' of H. We introduce the notions of VC-dimension VC-dim(G) and VC-density VC-dens(G) of a subgraph G of a Cartesian product G1MIDLINE HORIZONTAL ELLIPSISGm, generalizing the classical Vapnik-Chervonenkis dimension of set-families (viewed as subgraphs of hypercubes). We prove that if G1, horizontal ellipsis ,Gm belong to the class G(H) of all finite connected graphs not containing a given graph H as a minor, then for any subgraph G of G1MIDLINE HORIZONTAL ELLIPSISGm the sharper inequality ( divide E(G) divide / divide V(G) divide )<=mu(H).VC-dim*(G) holds, where mu(H) is the supremum of the densities of the graphs from G(H). We refine and sharpen these two results to several specific graph classes. We also derive upper bounds (some of them polylogarithmic) for the size of adjacency labeling schemes of subgraphs of Cartesian products.		[Chepoi, Victor; Labourel, Arnaud; Ratel, Sebastien] Univ Toulon & Var, CNRS, Aix Marseille Univ, LIS, Marseille, France; [Labourel, Arnaud] Univ Toulon & Var, CNRS, Aix Marseille Univ, LIS, Marseille, France								1							Mathematics	WOS:000487099800001		
J	van Emmerik, Tim; Strady, Emilie; Kieu-Le, Thuy-Chung; Luan Nguyen; Gratiot, Nicolas								Seasonality of riverine macroplastic transport								SCIENTIFIC REPORTS				9						13549	10.1038/s41598-019-50096-1			SEP 19 2019	2019	Marine plastic pollution is an increasing environmental threat. Although it is assumed that most marine plastics are transported from land to the ocean through rivers, only limited data on riverine plastic transport exists. Recently, new methods have been introduced to characterize riverine plastics consistently through time and space. For example, combining visual counting observations and plastic debris sampling can provide order of magnitude estimations of plastic transport through a river. In this paper, we present findings from multi-season measurement campaign in the Saigon River, Vietnam. For the first time, we demonstrate that macroplastic transport exhibits strong temporal variation. The monthly averaged plastic transport changes up to a factor five within the measurement period. As it is unclear what drives the variation in plastic transport, relations between rainfall, river discharge, presence of organic material and plastic transport have been explored. Furthermore, we present new findings on the cross-sectional and vertical distribution of riverine plastic transport. With this paper we present new insights in the origin and fate of riverine plastic transport, emphasizing the severity of the emerging thread of plastic pollution on riverine ecosystems.		[van Emmerik, Tim] Ocean Cleanup, Batavierenstr 15, NL-3014 JH Rotterdam, Netherlands; [van Emmerik, Tim] Wageningen Univ, Hydrol & Quantitat Water Management Grp, Wageningen, Netherlands; [Strady, Emilie; Kieu-Le, Thuy-Chung; Luan Nguyen; Gratiot, Nicolas] Ho Chi Minh City Univ Technol, CARE, VNU HCM, Ho Chi Minh City, Vietnam; [Strady, Emilie; Gratiot, Nicolas] Univ Grenoble Alpes, Grenoble, France; [Strady, Emilie] Univ Toulon & Var, Aix Marseille Univ, MIO, CNRS IRD, Marseille, France; [Kieu-Le, Thuy-Chung] Ho Chi Minh City Univ Technol, Fac Geol & Petr Engn, VNU HCM, Ho Chi Minh City, Vietnam; [van Emmerik, Tim] Ocean Cleanup, Batavierenstr 15, NL-3014 JH Rotterdam, Netherlands; [van Emmerik, Tim] Wageningen Univ, Hydrol & Quantitat Water Management Grp, Wageningen, Netherlands								28							Multidisciplinary Sciences	WOS:000486567800025		
J	Riberi-Beridot, T.; Tsoutsouva, M. G.; Regula, G.; Reinhart, G.; Guittonneau, F.; Barrallier, L.; Mangelinck-Noel, N.								Strain building and correlation with grain nucleation during silicon growth								ACTA MATERIALIA				177				141	150		10.1016/j.actamat.2019.07.035			SEP 15 2019	2019	This work is dedicated to the grain structure formation in silicon ingots with a particular focus on the crystal structure strain building and its implication in new grain nucleation process. The implied mechanisms are investigated by advanced in situ X-ray imaging techniques during silicon directional solidification. It is shown that the grain structure formation is mainly driven by Sigma 3 <111> twin nucleation. Grain competition phenomena occurring during the growth process lead to the creation of higher order twin boundaries, localised strained areas and associated crystal structure deformation. On the one hand, it is demonstrated that local strain building can be directly related to the characteristics of the twin boundaries created during silicon growth due to grain competition. On the other hand, space restriction due to competition during growth can be at the origin of local strain building as well. Finally, the accumulation of all these factors generating strain is responsible for spontaneous new grain nucleation. When occurring, both grain nucleation and subsequent grain structure reorganisation contribute to lower the strain in the growing ingot. It is demonstrated as well that the local distribution of the strained areas created during silicon growth is retrieved after cooling down, from melting temperature to room temperature, on top of an additional larger scale deformation of the sample due to the cooling down only. (C) 2019 Acta Materialia Inc. Published by Elsevier Ltd. All rights reserved.		[Riberi-Beridot, T.; Tsoutsouva, M. G.; Regula, G.; Reinhart, G.; Mangelinck-Noel, N.] Univ Toulon & Var, Aix Marseille Univ, CNRS, IM2NP, F-13397 Marseille, France; [Tsoutsouva, M. G.] Norwegian Univ Sci & Technol, Dept Phys, N-7491 Trondheim, Norway; [Guittonneau, F.; Barrallier, L.] Arts & Matiers Paristech, Inst Carnot Arts Ctr Aix En Prov 2, F-13617 Aix En Provence 1, France; [Mangelinck-Noel, N.] Univ Toulon & Var, Aix Marseille Univ, CNRS, IM2NP, F-13397 Marseille, France								6							Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering	WOS:000482871500013		
J	Albert, A.; Andre, M.; Anghinolfi, M.; Anton, G.; Ardid, M.; Aubert, J. -J.; Avgitas, T.; Baret, B.; Barrios-Marti, J.; Basa, S.; Bertin, V.; Biagi, S.; Bormuth, R.; Bourret, S.; Bouwhuis, M. C.; Bruijn, R.; Brunner, J.; Busto, J.; Capone, A.; Caramete, L.; Carr, J.; Celli, S.; Chiarusi, T.; Circella, M.; Coelho, J. A. B.; Coleiro, A.; Coniglione, R.; Costantini, H.; Coyle, P.; Creusot, A.; Deschamps, A.; DeBonis, G.; Distefano, C.; DiPalma, I.; Donzaud, C.; Dornic, D.; Drouhin, D.; Eberl, T.; ElBojaddaini, I.; Elsasser, D.; Enzenhofer, A.; Felis, I.; Fusco, A.; Galata, S.; Gay, P.; Geisselsoder, S.; Geyer, K.; Giordano, V.; Gleixner, A.; Glotin, H.; Gozzini, R.; Gregoire, T.; Gracia Ruiz, R.; Graf, K.; Hallmann, S.; van Haren, H.; Heijboer, A. J.; Hello, Y.; Hernandez-Rey, J. J.; Hossl, J.; Hofestadt, J.; Hugon, C.; Illuminati, G.; James, C. W.; de Jong, M.; Jongen, M.; Kadler, M.; Kalekin, O.; Katz, U.; Kiessling, D.; Kouchner, A.; Kreter, M.; Kreykenbohm, I.; Kulikovskiy, V.; Lachaud, C.; Lahmann, R.; Lefevre, D.; Leonora, E.; Lotze, M.; Loucatos, S.; Marcelin, M.; Margiotta, A.; Marinelli, A.; Martinez-Mora, J. A.; Mathieu, A.; Mele, R.; Melis, K.; Michael, T.; Migliozzi, P.; Moussa, A.; Mueller, C.; Nezri, E.; Pavalas, G. E.; Pellegrino, C.; Perrina, C.; Piattelli, P.; Popa, V.; Pradier, T.; Quinn, L.; Racca, C.; Riccobene, G.; Roensch, K.; Sanchez-Losa, A.; Saldana, M.; Salvadori, I.; Samtleben, D. F. E.; Sanguineti, M.; Sapienza, P.; Schnabel, J.; Schussler, F.; Seitz, T.; Sieger, C.; Spurio, M.; Stolarczyk, Th.; Taiuti, M.; Tayalati, Y.; Trovato, A.; Tselengidou, M.; Turpin, D.; Tonnis, C.; Vallage, B.; Vallee, C.; Van Elewyck, V.; Vivolo, D.; Vizzoca, A.; Wagner, S.; Wilms, J.; Zornoza, J. D.; Zuniga, J.								Results from the search for dark matter in the Milky Way with 9 years of data of the ANTARES neutrino telescope (vol 769, pg 249, 2017)								PHYSICS LETTERS B				796				253	255		10.1016/j.physletb.2019.05.022			SEP 10 2019	2019			[Albert, A.; Drouhin, D.; Racca, C.] Univ Haute Alsace, Inst Univ Technol Colmar, GRPHE, 34 Rue Grillenbreit,BP 50568, F-68008 Colmar, France; [Andre, M.] Tech Univ Catalonia, Lab Appl Bioacoust, Barcelona 08800, Spain; [Anghinolfi, M.; Hugon, C.; Sanguineti, M.; Taiuti, M.] INFN, Sez Genova, Via Dodecaneso 33, I-16146 Genoa, Italy; [Anton, G.; Eberl, T.; Geisselsoder, S.; Geyer, K.; Gleixner, A.; Graf, K.; Hallmann, S.; Hossl, J.; Hofestadt, J.; James, C. W.; Kalekin, O.; Katz, U.; Kiessling, D.; Lahmann, R.; Roensch, K.; Schnabel, J.; Seitz, T.; Sieger, C.; Tselengidou, M.; Wagner, S.] Friedrich Alexander Univ Erlangen Nurnberg, Erlangen Ctr Astroparticle Phys, Erwin Rommel Str 1, D-91058 Erlangen, Germany; [Ardid, M.; Felis, I.; Martinez-Mora, J. A.; Saldana, M.] Univ Politecn Valencia, Inst Invest Gestio Integrada Zones Costaneres IGI, C Paranimf 1, Gandia 46730, Spain; [Aubert, J. -J.; Bertin, V.; Brunner, J.; Busto, J.; Carr, J.; Costantini, H.; Coyle, P.; Dornic, D.; Enzenhofer, A.; Kulikovskiy, V.; Mathieu, A.; Quinn, L.; Salvadori, I.; Turpin, D.; Vallee, C.] Aix Marseille Univ, CNRS, IN2P3, CPPM,UMR 7346, F-13288 Marseille, France; [Avgitas, T.; Baret, B.; Bourret, S.; Coelho, J. A. B.; Coleiro, A.; Creusot, A.; Donzaud, C.; Galata, S.; Gay, P.; Gregoire, T.; Gracia Ruiz, R.; Kouchner, A.; Lachaud, C.; Loucatos, S.; Vallage, B.; Van Elewyck, V.] Univ Paris Diderot, Sorbonne Paris Cite, Observ Paris, CNRS,IN2P3,CEA,IRFU,APC, F-75205 Paris, France; [Barrios-Marti, J.; Gozzini, R.; Hernandez-Rey, J. J.; Illuminati, G.; Lotze, M.; Tonnis, C.; Zornoza, J. D.; Zuniga, J.] Univ Valencia, CSIC, IFIC, Inst Fis Corpuscular, C Catedrat Jose Beltran 2, E-46980 Valencia, Spain; [Basa, S.; Marcelin, M.; Nezri, E.] Pole Etoile Site Chateau Gombert, LAM, Rue Frederic Joliot Curie 38, F-13388 Marseille 13, France; [Biagi, S.; Coniglione, R.; Distefano, C.; Piattelli, P.; Riccobene, G.; Sapienza, P.; Trovato, A.] INFN, LNS, Via S Sofia 62, I-95123 Catania, Italy; [Bormuth, R.; Bouwhuis, M. C.; Bruijn, R.; Heijboer, A. J.; de Jong, M.; Jongen, M.; Melis, K.; Michael, T.; Samtleben, D. F. E.] Nikhef, Sci Pk, Amsterdam, Netherlands; [Bormuth, R.; de Jong, M.; Samtleben, D. F. E.] Leiden Univ, Huygens Kamerlingh Onnes Laboratorium, Leiden, Netherlands; [Bruijn, R.; Melis, K.] Univ Amsterdam, Inst Hoge Energie Fys, Sci Pk 105, NL-1098 XG Amsterdam, Netherlands; [Capone, A.; Celli, S.; DeBonis, G.; DiPalma, I.; Illuminati, G.; Perrina, C.; Vizzoca, A.] INFN, Sez Roma, Pl Aldo Moro 2, I-00185 Rome, Italy; [Capone, A.; Celli, S.; DeBonis, G.; DiPalma, I.; Illuminati, G.; Perrina, C.; Vizzoca, A.] Univ Roma La Sapienza, Dipartimento Fis, Ple Aldo Moro 2, Rome, Italy; [Caramete, L.; Pavalas, G. E.; Popa, V.] Inst Space Sci, RO-077125 Bucharest, Magurele, Romania; [Celli, S.] Gran Sasso Sci Inst, Viale Francesco Crispi 7, I-00167 Laquila, Italy; [Chiarusi, T.; Fusco, A.; Margiotta, A.; Pellegrino, C.; Spurio, M.] INFN, Sez Bologna, Viale Berti Pichat 6-2, I-40127 Bologna, Italy; [Circella, M.; Sanchez-Losa, A.] INFN, Sez Bari, Via E Orabona 4, I-70126 Bari, Italy; [Deschamps, A.; Hello, Y.] UCA, CNRS, Observ Cote dAzur, Geoazur,IRD, Sophia Antipolis, France; [Donzaud, C.] Univ Paris Sud, F-91405 Orsay, France; [ElBojaddaini, I.; Moussa, A.] Univ Mohammed 1, Lab Phys Matter & Radiat, BP 717, Oujda 6000, Morocco; [Elsasser, D.; Kadler, M.; Kreter, M.; Mueller, C.] Univ Wurzburg, Inst Theoret Phys & Astrophys, Emil Fischer Str 31, D-97074 Wurzburg, Germany; [Fusco, A.; Margiotta, A.; Pellegrino, C.; Spurio, M.] Univ Bologna, Dipartimento Fis & Astron, Viale Berti Pichat 6-2, I-40127 Bologna, Italy; [Gay, P.] Univ Blaise Pascal, Clermont Univ, CNRS, IN2P3,Lab Phys Corpusculaire, BP 10448, F-63000 Clermont Ferrand, France; [Giordano, V.; Leonora, E.] INFN, Sez Catania, Viale Andrea Doria 6, I-95125 Catania, Italy; [Glotin, H.] Aix Marseille Univ, CNRS, UMR 7296, ENSAM,LSIS, F-13397 Marseille, France; [Glotin, H.] Univ Toulon & Var, CNRS, UMR 7296, LSIS, F-83957 La Garde, France; [Glotin, H.; Kouchner, A.; Van Elewyck, V.] Inst Univ France, F-75005 Paris, France; [van Haren, H.] Royal Netherlands Inst Sea Res NIOZ, Landsdiep 4, NL-1797 SZ Thorntje, Texel, Netherlands; [Hugon, C.; Sanguineti, M.; Taiuti, M.] Univ Genoa, Dipartimento Fis, Via Dodecaneso 33, I-16146 Genoa, Italy; [Kreykenbohm, I.; Wilms, J.] Univ Erlangen Nurnberg, Dr Remeis Sternwarte & ECAP, Sternwartstr 7, D-96049 Bamberg, Germany; [Kulikovskiy, V.] Moscow MV Lomonosov State Univ, Skobeltsyn Inst Nucl Phys, Moscow 119991, Russia; [Lefevre, D.] Aix Marseille Univ, MIO, F-13288 Marseille 9, France; [Lefevre, D.] Univ Sud Toulon Var, F-83957 La Garde, France; [Lefevre, D.] CNRS, INSU, IRD, UM 110, Paris, France; [Leonora, E.] Univ Catania, Dipartimento Fis & Astron, Viale Andrea Doria 6, I-95125 Catania, Italy; [Loucatos, S.; Schussler, F.; Stolarczyk, Th.; Vallage, B.] CEA Saclay, Serv Phys Particules, Inst Rech Lois Fondamentales Univers, Direct Sci Matiere, F-91191 Gif Sur Yvette, France; [Marinelli, A.] INFN, Sez Pisa, Largo B Pontecorvo 3, I-56127 Pisa, Italy; [Marinelli, A.] Univ Pisa, Dipartimento Fis, Largo B Pontecorvo 3, I-56127 Pisa, Italy; [Mele, R.; Migliozzi, P.; Vivolo, D.] INFN, Sez Napoli, I-80126 Naples, Italy; [Pradier, T.] Univ Strasbourg, CNRS, UMR 7178, IPHC, F-67000 Strasbourg, France; [Tayalati, Y.] Univ Mohammed V Rabat, Fac Sci, 4 Av Ibn Battouta, Rabat 10000, Morocco; [Mele, R.; Vivolo, D.] Univ Federico II Napoli, Dipartimento Fis, Via Cintia, I-80126 Naples, Italy; [Gozzini, R.] Univ Valencia, CSIC, IFIC, Inst Fis Corpuscular, C Catedrat Jose Beltran 2, E-46980 Valencia, Spain								7							Astronomy & Astrophysics; Physics, Nuclear; Physics, Particles & Fields	WOS:000483426200032		
J	Vitari, Claudio; Raguseo, Elisabetta								Big data analytics business value and firm performance: linking with environmental context								INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH				58	18			5456	5476		10.1080/00207543.2019.1660822			SEP 16 2020	2020	Previous studies, grounded on the resource based view, have already explored the relationship between the business value that Big Data Analytics (BDA) can bring to firm performance. However, the role played by the environmental characteristics in which companies operate has not been investigated in the literature. We inform the theory, in that direction, via the integration of the contingency theory to the resource based view theory of the firm. This original and integrative model examines the moderating influence of environmental features on the relationship between BDA business value and firm performance. The combination of survey data and secondary financial data on a representative sample of medium and large companies makes possible the statistical validation of our research model. The results offer evidence that BDA business value leads to higher firm performance, namely financial performance, market performance and customer satisfaction. More original is the demonstration that this relationship is stronger in munificent environments, while the dynamism of the environment does not have any moderating effect on the performance of BDA solutions. It means that managers working for firms in markets with a growing demand are in the best position to profit from BDA.		[Vitari, Claudio] Univ Toulon & Var, Aix Marseille Univ, CERGAM, Aix En Provence, France; [Raguseo, Elisabetta] Politecn Torino, Dept Management & Prod Engn, Observ Online Platform Econ, European Commiss, Turin, Italy; [Vitari, Claudio] Univ Toulon & Var, Aix Marseille Univ, CERGAM, Aix En Provence, France								6							Engineering, Industrial; Engineering, Manufacturing; Operations Research & Management Science	WOS:000485916600001		
J	Rezzoug, Nasser; Wang, Xuguang; Hernandez, Vincent; Gorce, Philippe								Maximal isometric force exertion predicted by the force feasible set formalism: application to handbraking								ERGONOMICS				62	12			1551	1562		10.1080/00140139.2019.1660418			DEC 2 2019	2019	The aim of this study was to test the capacity of the force feasible set formalism to predict maximal force exertion during isometric handbraking. Maximal force exertion and upper-limb posture were measured with a force sensor embedded in a handbrake and an optoelectronic system, respectively. Eleven subjects participated in the experiment which consisted of exerting the maximal force in isometric conditions considering five hand brake positions relative to the seat H-point. Then, maximal force was predicted by the force feasible set obtained from an upper-limb musculoskeletal model. The root-mean-square (RMS) of the angle between measured and predicted forces was 8.4 degrees while the RMS error (RMSE) for amplitude prediction was 95.4 N. However, predicted, and measured force amplitudes were highly correlated (r = 0.88, p < 0.05, slope = 0.97, intercept = 73.3N) attesting the capacity of the model to predict force exertion according to the subject's posture. The implications in the framework of ergonomics are then discussed. Practitioner summary: Maximal force exertion is of paramount importance in digital human modelling. We used the force feasible set formalism to predict maximal force exertion during handbraking from posture and anthropometric data. The predicted and measured force orientation showed a RMS of 8.4 degrees while amplitude presented a RMSE of 95.4 N with a strong correlation (r = 0.88, p < 0.05, slope 0.97, intercept 77.3 N).		[Rezzoug, Nasser; Gorce, Philippe] Univ Toulon & Var, INRIA Bordeaux, AUCTUS Team, CS 60584, F-83041 Toulon 9, France; [Wang, Xuguang] Univ Claude Bernard Lyon, Univ Lyon, Ifsttar, Lyon, France; [Hernandez, Vincent] Univ Waterloo, Dept Elect & Comp Engn, Waterloo, ON, Canada; [Rezzoug, Nasser] Univ Toulon & Var, INRIA Bordeaux, AUCTUS Team, CS 60584, F-83041 Toulon 9, France								0							Engineering, Industrial; Ergonomics; Psychology, Applied; Psychology	WOS:000485573600001		
